File,Signature,StartLine,EndLine
org.mockito.internal.util.MockName,isSurrogate(),35,37
org.mockito.internal.configuration.InjectingAnnotationEngine,injectMocks(Object),93,114
org.mockito.internal.configuration.InjectingAnnotationEngine,"scanForInjection(Object,Class<?>)",116,133
org.mockito.internal.configuration.InjectingAnnotationEngine,"scanMocks(Object,Class<?>)",135,157
org.mockito.internal.configuration.DefaultInjectionEngine,"injectMocksOnFields(Set<Field>,Set<Object>,Object)",44,89
org.mockito.internal.configuration.DefaultInjectionEngine,"injectMockCandidate(Class<?>,Set<Object>,Object)",91,95
org.mockito.internal.configuration.DefaultInjectionEngine,orderedInstanceFieldsFrom(Class<?>),97,101
org.mockito.internal.configuration.injection.TypeBasedCandidateFilter,TypeBasedCandidateFilter(MockCandidateFilter),12,14
org.mockito.internal.configuration.injection.TypeBasedCandidateFilter,"filterCandidate(Collection<Object>,Field,Object)",16,25
org.mockito.internal.configuration.injection.NameBasedCandidateFilter,NameBasedCandidateFilter(MockCandidateFilter),14,16
org.mockito.internal.configuration.injection.NameBasedCandidateFilter,"filterCandidate(Collection<Object>,Field,Object)",18,29
org.mockito.internal.configuration.injection.FinalMockCandidateFilter,"filterCandidate(Collection<Object>,Field,Object)",19,43
org.mockito.internal.configuration.injection.FinalMockCandidateFilter,"filterCandidate(Collection<Object>,Field,Object)",19,43
org.mockito.runners.MockitoJUnitRunner,getDescription(),65,68
org.mockito.runners.MockitoJUnitRunner,filter(Filter),70,73
org.mockito.internal.runners.JUnit45AndHigherRunnerImpl,getDescription(),40,42
org.mockito.internal.runners.JUnit45AndHigherRunnerImpl,filter(Filter),44,46
org.mockito.internal.runners.util.FrameworkUsageValidator,testFinished(Description),21,29
org.mockito.internal.util.reflection.BeanPropertySetter,"BeanPropertySetter(Object,Field)",32,39
org.mockito.internal.util.reflection.BeanPropertySetter,reportNoSetterFound(),83,87
org.mockito.internal.configuration.InjectingAnnotationEngine,"assertNoAnnotations(Field,Class)",85,91
org.mockito.runners.MockitoJUnitRunner,MockitoJUnitRunner(Class<?>),56,58
org.mockito.runners.MockitoJUnitRunner,run(RunNotifier),60,63
org.mockito.internal.MockitoCore,validateMockitoUsage(),145,147
org.mockito.Mockito,validateMockitoUsage(),1683,1730
org.mockito.internal.runners.RunnerFactory,RunnerFactory(),21,23
org.mockito.internal.runners.JUnit45AndHigherRunnerImpl,run(RunNotifier),33,38
org.mockito.internal.runners.JUnit45AndHigherRunnerImpl,JUnit45AndHigherRunnerImpl(Class<?>),22,31
org.mockito.internal.runners.util.FrameworkUsageValidator,FrameworkUsageValidator(RunNotifier),17,19
org.mockito.internal.util.reflection.BeanPropertySetter,"BeanPropertySetter(Object,Field,boolean)",20,30
org.mockito.internal.util.reflection.BeanPropertySetter,set(Object),41,81
org.mockito.internal.util.reflection.BeanPropertySetter,propertyNameMatchFieldName(PropertyDescriptor),93,95
org.mockito.internal.runners.util.RunnerProvider,"newInstance(String,Class<?>)",29,45
org.mockito.internal.runners.JUnit45AndHigherRunnerImpl,JUnit45AndHigherRunnerImpl(Class<?>),22,31
org.mockito.internal.runners.RunnerFactory,RunnerFactory(RunnerProvider),17,19
org.mockito.internal.runners.RunnerFactory,create(Class<?>),25,52
org.mockito.internal.runners.util.RunnerProvider,isJUnit45OrHigherAvailable(),25,27
org.mockito.internal.creation.MethodInterceptorFilter,hashCodeForMock(Object),54,56
org.mockito.internal.util.reflection.FieldInitializer,initialize(),46,57
org.mockito.internal.util.reflection.FieldInitializer,"acquireFieldInstance(Object,Field)",108,116
org.mockito.internal.util.reflection.FieldInitializer,"FieldInitializer(Object,Field)",25,44
