File,Signature,StartLine,EndLine
org.jfree.chart.plot.PiePlot,getInteriorGap(),661,671
org.jfree.chart.plot.PiePlot,getLabelGenerator(),1390,1399
org.jfree.chart.plot.PiePlot,getLabelGap(),1414,1424
org.jfree.chart.plot.PiePlot,getMaximumLabelWidth(),1440,1449
org.jfree.chart.plot.PiePlot3D,"draw(Graphics2D,Rectangle2D,Point2D,PlotState,PlotRenderingInfo)",212,591
org.jfree.chart.plot.PiePlot,isCircular(),697,707
org.jfree.chart.plot.PiePlot,"initialise(Graphics2D,Rectangle2D,PiePlot,Integer,PlotRenderingInfo)",2031,2056
org.jfree.chart.plot.PiePlotState,PiePlotState(PlotRenderingInfo),82,92
org.jfree.chart.plot.PiePlotState,setPassesRequired(int),103,110
org.jfree.chart.ChartFactory,"createPieChart3D(String,PieDataset,boolean,boolean,boolean)",675,705
org.jfree.chart.plot.PiePlot,getLegendItems(),2604,2668
org.jfree.chart.plot.Plot,"drawBackground(Graphics2D,Rectangle2D)",918,933
org.jfree.chart.plot.Plot,"fillBackground(Graphics2D,Rectangle2D)",935,947
org.jfree.data.general.DatasetUtilities,calculatePieDatasetTotal(PieDataset),142,172
org.jfree.chart.plot.PiePlot,getDataset(),543,552
org.jfree.chart.plot.PiePlot3D,PiePlot3D(PieDataset),144,153
org.jfree.chart.plot.PiePlot,"setCircular(boolean,boolean)",721,735
org.jfree.chart.plot.Plot,setInsets(RectangleInsets),494,505
org.jfree.chart.title.TextTitle,"arrange(Graphics2D,RectangleConstraint)",429,479
org.jfree.chart.title.TextTitle,"arrangeRR(Graphics2D,Range,Range)",481,529
org.jfree.chart.title.TextTitle,"draw(Graphics2D,Rectangle2D,Object)",542,591
org.jfree.chart.title.TextTitle,"drawHorizontal(Graphics2D,Rectangle2D)",593,638
org.jfree.chart.text.TextUtilities,"createTextBlock(String,Font,Paint,float,TextMeasurer)",149,167
org.jfree.chart.text.TextBlock,setLineAlignment(HorizontalAlignment),99,109
org.jfree.chart.plot.Plot,"setInsets(RectangleInsets,boolean)",507,529
