File,Signature,StartLine,EndLine
org.jsoup.helper.DataUtil,"parseByteData(ByteBuffer,String,String,Parser)",88,138
org.jsoup.helper.DataUtil,"load(File,String,String)",31,42
org.jsoup.helper.DataUtil,readFileToByteBuffer(File),174,185
org.jsoup.nodes.Entities,byName(String),200,206
org.jsoup.helper.DataUtil,readToByteBuffer(InputStream),170,172
org.jsoup.helper.DataUtil,"readToByteBuffer(InputStream,int)",140,168
org.jsoup.nodes.Element,getElementsByTag(String),600,610
org.jsoup.parser.CharacterReader,rewindToMark(),57,59
org.jsoup.nodes.Entities,isNamedEntity(String),44,51
org.jsoup.parser.Tokeniser,emit(char),104,106
org.jsoup.helper.DataUtil,"crossStreams(InputStream,OutputStream)",71,83
org.jsoup.nodes.Document,title(),75,83
org.jsoup.helper.DataUtil,emptyByteBuffer(),187,189
org.jsoup.nodes.Entities,"canEncode(CoreCharset,char,CharsetEncoder)",185,195
org.jsoup.parser.CharacterReader,consumeLetterThenDigitSequence(),206,224
org.jsoup.parser.Tokeniser,"consumeCharacterReference(Character,boolean)",126,188
org.jsoup.helper.DataUtil,getCharsetFromContentType(String),191,214
org.jsoup.parser.CharacterReader,matchesAnySorted(char[]),292,294
org.jsoup.parser.Parser,htmlParser(),165,172
org.jsoup.helper.DataUtil,"load(InputStream,String,String,Parser)",57,69
org.jsoup.nodes.Entities,isBaseNamedEntity(String),53,61
