File,Signature,StartLine,EndLine
org.mockito.Mockito,never(),1484,1503
org.mockito.Mockito,"verify(T,VerificationMode)",1116,1140
org.mockito.internal.stubbing.BaseStubbing,thenReturn(T),14,16
org.mockito.internal.creation.jmock.ClassImposterizer,"createProxyClass(Class<?>,Class<?>)",63,108
org.mockito.exceptions.Reporter,cannotVerifyToString(),498,506
org.mockito.internal.invocation.Invocation,isValidReturnType(Class),170,176
org.mockito.internal.stubbing.answers.AnswersValidator,"validateReturnValue(Returns,Invocation)",45,57
org.mockito.internal.creation.jmock.SearchingClassLoader,combine(List<ClassLoader>),52,60
org.mockito.Mockito,verify(T),1085,1114
org.mockito.internal.stubbing.answers.AnswersValidator,"validate(Answer<?>,Invocation)",15,31
org.mockito.internal.stubbing.answers.Returns,Returns(Object),17,19
org.mockito.MockitoAnnotations,"processAnnotationDeprecatedWay(AnnotationEngine,Object,Field)",114,130
org.mockito.internal.creation.jmock.SearchingClassLoader,"combineLoadersOf(Class<?>,Class<?>)",27,50
org.mockito.internal.stubbing.ConsecutiveStubbing,ConsecutiveStubbing(InvocationContainerImpl),14,16
org.mockito.exceptions.Reporter,unfinishedStubbing(Location),60,75
org.mockito.internal.MockitoCore,stub(),50,57
org.mockito.internal.verification.RegisteredInvocations,removeLast(),24,27
org.mockito.internal.creation.jmock.SearchingClassLoader,"SearchingClassLoader(ClassLoader,ClassLoader)",18,21
org.mockito.internal.creation.jmock.SearchingClassLoader,combineLoadersOf(Class<?>),23,25
org.mockito.internal.MockitoCore,when(T),64,67
org.mockito.internal.MockHandler,handle(Invocation),58,106
org.mockito.internal.creation.jmock.SearchingClassLoader,findClass(String),68,75
org.mockito.MockitoAnnotations,"throwIfAlreadyAssigned(Field,boolean)",132,136
org.mockito.internal.stubbing.StubbedInvocationMatcher,markStubUsed(PrintableInvocation),39,41
org.mockito.internal.stubbing.InvocationContainerImpl,findAnswerFor(Invocation),70,80
org.mockito.MockitoAnnotations,initMocks(Object),82,98
org.mockito.internal.invocation.StubInfo,StubInfo(PrintableInvocation),15,17
org.mockito.internal.invocation.Invocation,markStubbed(StubInfo),229,231
org.mockito.internal.progress.MockingProgressImpl,pullOngoingStubbing(),32,36
org.mockito.MockitoAnnotations,"scan(Object,Class<?>)",100,112
org.mockito.exceptions.Reporter,nullPassedToVerify(),116,125
org.mockito.internal.stubbing.InvocationContainerImpl,"addAnswer(Answer,boolean)",53,64
org.mockito.internal.stubbing.StubbedInvocationMatcher,"StubbedInvocationMatcher(InvocationMatcher,Answer)",23,26
org.mockito.internal.creation.DelegatingMethod,getName(),28,30
org.mockito.exceptions.Reporter,nullPassedToWhenMethod(),135,142
org.mockito.internal.progress.ThreadSafeMockingProgress,stubbingCompleted(Invocation),51,53
org.mockito.exceptions.Reporter,checkedExceptionInvalid(Throwable),46,51
org.mockito.internal.progress.MockingProgressImpl,stubbingCompleted(Invocation),86,88
org.mockito.exceptions.Reporter,notAMockPassedToVerify(),106,114
org.mockito.internal.progress.ThreadSafeMockingProgress,stubbingStarted(),43,45
org.mockito.internal.progress.MockingProgressImpl,stubbingStarted(),61,64
org.mockito.runners.VerboseMockitoJUnitRunner,run(RunNotifier),51,74
org.mockito.internal.stubbing.StubbedInvocationMatcher,answer(InvocationOnMock),28,33
org.mockito.Mockito,times(int),1468,1482
org.mockito.exceptions.Reporter,"mockedTypeIsInconsistentWithSpiedInstanceType(Class<?>,Object)",478,487
org.mockito.internal.verification.Times,Times(int),25,30
org.mockito.internal.creation.DelegatingMethod,getParameterTypes(),32,34
org.mockito.internal.verification.VerificationModeFactory,times(int),23,25
org.mockito.exceptions.Reporter,missingMethodInvocation(),77,88
org.mockito.internal.progress.MockingProgressImpl,pullVerificationMode(),51,59
org.mockito.exceptions.Reporter,onlyVoidMethodsCanBeSetToDoNothing(),386,396
org.mockito.internal.debugging.Localized,getObject(),18,20
org.mockito.exceptions.Reporter,nullPassedWhenCreatingInOrder(),180,187
org.mockito.internal.stubbing.defaultanswers.ReturnsEmptyValues,returnValueFor(Class<?>),73,111
org.mockito.exceptions.Reporter,notAMockPassedWhenCreatingInOrder(),171,178
